date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:23	1436/1436	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:33%20GMT	https://ftplay.top/wp-content/uploads/2024/01/ESPN-Logo-copiar-1.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/ESPN-Logo-copiar-1.png	(from https://ftplay.top/)
14:09:23	84499/84499	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:12:45%20GMT	https://ftplay.top/wp-content/uploads/2024/06/TELA-01-FTPLAY.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/06/TELA-01-FTPLAY.png	(from https://ftplay.top/)
14:09:23	136656/136656	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:10%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Agrupar-3.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Agrupar-3.png	(from https://ftplay.top/)
14:09:23	269423/269423	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:12:48%20GMT	https://ftplay.top/wp-content/uploads/2024/02/ftp.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/02/ftp.png	(from https://ftplay.top/)
14:09:24	19482/19482	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:10%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Agrupar-4.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Agrupar-4.png	(from https://ftplay.top/)
14:09:24	2882/2882	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:48%20GMT	https://ftplay.top/wp-content/uploads/2024/01/shield-plus-2.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/shield-plus-2.png	(from https://ftplay.top/)
14:09:24	2517/2517	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:29%20GMT	https://ftplay.top/wp-content/uploads/2024/01/carteira-1.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/carteira-1.png	(from https://ftplay.top/)
14:09:24	3708/3708	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:33%20GMT	https://ftplay.top/wp-content/uploads/2024/01/fone-de-ouvido-do-usuario-1.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/fone-de-ouvido-do-usuario-1.png	(from https://ftplay.top/)
14:09:24	27202/27202	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:10%20GMT	https://ftplay.top/wp-content/uploads/2024/01/bort-1024x538.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/bort-1024x538.png	(from https://ftplay.top/)
14:09:25	215255/215255	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:12:11%20GMT	https://ftplay.top/wp-content/uploads/2024/06/computador-teste-iptv.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/06/computador-teste-iptv.png	(from https://ftplay.top/)
